genomeSize	err_rate	QV	gsize	N50	ctgn	L50
3235000	0.254	36.6217	4669567	4657694	3	1
3235000	0.256	36.6348	4669583	4657710	3	1
3235000	0.258	36.5249	4683407	4671534	3	1
3235000	0.260	36.5085	4683413	4671540	3	1
3240000	0.222	36.5849	4669509	4657636	3	1
3240000	0.224	36.595	4669527	4657654	3	1
3240000	0.226	36.5979	4669531	4657658	3	1
3240000	0.228	36.5934	4669528	4657655	3	1
3240000	0.232	36.5868	4669546	4657673	3	1
3240000	0.234	36.5922	4669551	4657678	3	1
3240000	0.236	36.5989	4669554	4657681	3	1
3240000	0.238	36.5979	4669564	4657691	3	1
3240000	0.242	36.6257	4669543	4657670	3	1
3240000	0.244	36.6343	4669541	4657668	3	1
3240000	0.246	36.6334	4669544	4657671	3	1
3240000	0.248	36.6122	4669567	4657694	3	1
3240000	0.254	36.615	4669573	4657700	3	1
3240000	0.252	36.611	4669571	4657698	3	1
3240000	0.258	36.5287	4683406	4671533	3	1
3245000	0.220	36.5835	4669519	4657646	3	1
3240000	0.256	36.6281	4669589	4657716	3	1
3245000	0.222	36.5868	4669513	4657640	3	1
3245000	0.224	36.5936	4669527	4657654	3	1
3245000	0.226	36.5998	4669534	4657661	3	1
3245000	0.228	36.5936	4669531	4657658	3	1
3245000	0.230	36.5925	4669553	4657680	3	1
3245000	0.232	36.5875	4669548	4657675	3	1
3245000	0.234	36.5932	4669554	4657681	3	1
3245000	0.236	36.5982	4669558	4657685	3	1
3245000	0.238	36.597	4669568	4657695	3	1
3245000	0.240	36.6241	4669552	4657679	3	1
3245000	0.242	36.6248	4669544	4657671	3	1
3245000	0.244	36.6334	4669541	4657668	3	1
3245000	0.246	36.6324	4669545	4657672	3	1
3245000	0.248	36.6124	4669570	4657697	3	1
3245000	0.250	36.61	4669575	4657702	3	1
3245000	0.252	36.6112	4669574	4657701	3	1
3245000	0.254	36.6153	4669578	4657705	3	1
3250000	0.220	36.5823	4669519	4657646	3	1
3245000	0.258	36.5298	4683411	4671538	3	1
3245000	0.256	36.6284	4669593	4657720	3	1
3250000	0.222	36.5889	4669513	4657640	3	1
3250000	0.224	36.5969	4669529	4657656	3	1
3250000	0.228	36.5967	4669532	4657659	3	1
3245000	0.260	36.5129	4683419	4671546	3	1
3250000	0.226	36.6017	4669535	4657662	3	1
3250000	0.230	36.5956	4669557	4657684	3	1
3250000	0.232	36.5894	4669551	4657678	3	1
3250000	0.234	36.5951	4669557	4657684	3	1
3250000	0.236	36.6001	4669558	4657685	3	1
3250000	0.238	36.5986	4669568	4657695	3	1
3250000	0.240	36.6267	4669554	4657681	3	1
3250000	0.242	36.625	4669546	4657673	3	1
3250000	0.244	36.6336	4669543	4657670	3	1
3250000	0.246	36.6353	4669548	4657675	3	1
3250000	0.248	36.6167	4669572	4657699	3	1
3250000	0.250	36.6134	4669576	4657703	3	1
3250000	0.252	36.6146	4669575	4657702	3	1
3250000	0.254	36.6188	4669581	4657708	3	1
3250000	0.256	36.6317	4669597	4657724	3	1
3255000	0.220	36.5799	4669517	4657644	3	1
3255000	0.222	36.5856	4669516	4657643	3	1
3250000	0.260	36.5171	4683421	4671548	3	1
3250000	0.258	36.5375	4683415	4671542	3	1
3255000	0.224	36.5929	4669531	4657658	3	1
3255000	0.226	36.5977	4669537	4657664	3	1
3255000	0.228	36.5927	4669533	4657660	3	1
3255000	0.230	36.596	4669554	4657681	3	1
3255000	0.234	36.5951	4669555	4657682	3	1
3255000	0.232	36.5889	4669549	4657676	3	1
3255000	0.236	36.6001	4669560	4657687	3	1
3255000	0.238	36.5986	4669569	4657696	3	1
3255000	0.240	36.6255	4669552	4657679	3	1
3255000	0.242	36.625	4669549	4657676	3	1
3255000	0.246	36.6353	4669550	4657677	3	1
3255000	0.244	36.6336	4669545	4657672	3	1
3255000	0.248	36.6167	4669572	4657699	3	1
3255000	0.250	36.6134	4669576	4657703	3	1
3255000	0.252	36.6155	4669578	4657705	3	1
3255000	0.254	36.6198	4669583	4657710	3	1
3255000	0.256	36.6329	4669598	4657725	3	1
3255000	0.258	36.5391	4683416	4671543	3	1
3255000	0.260	36.5184	4683422	4671549	3	1
3260000	0.222	36.5818	4669522	4657649	3	1
3260000	0.224	36.587	4669535	4657662	3	1
3260000	0.226	36.5922	4669543	4657670	3	1
3260000	0.228	36.5901	4669539	4657666	3	1
3260000	0.232	36.5889	4669558	4657685	3	1
3260000	0.234	36.5925	4669564	4657691	3	1
3260000	0.236	36.6013	4669571	4657698	3	1
3260000	0.238	36.5998	4669580	4657707	3	1
3260000	0.242	36.6236	4669559	4657686	3	1
3260000	0.244	36.63	4669553	4657680	3	1
3260000	0.246	36.6317	4669559	4657686	3	1
3260000	0.248	36.6124	4669581	4657708	3	1
3260000	0.252	36.6112	4669588	4657715	3	1
3265000	0.220	36.5794	4669523	4657650	3	1
3260000	0.254	36.6146	4669589	4657716	3	1
3260000	0.256	36.6277	4669605	4657732	3	1
3260000	0.258	36.5333	4683425	4671552	3	1
3265000	0.222	36.5818	4669524	4657651	3	1
3265000	0.224	36.5861	4669537	4657664	3	1
3265000	0.226	36.5913	4669544	4657671	3	1
3265000	0.228	36.5891	4669539	4657666	3	1
3265000	0.230	36.5908	4669561	4657688	3	1
3265000	0.232	36.5863	4669556	4657683	3	1
3265000	0.234	36.5899	4669562	4657689	3	1
3265000	0.236	36.5986	4669570	4657697	3	1
3265000	0.238	36.5989	4669579	4657706	3	1
3265000	0.240	36.6241	4669560	4657687	3	1
3265000	0.242	36.6224	4669557	4657684	3	1
3265000	0.244	36.6291	4669555	4657682	3	1
3265000	0.246	36.6317	4669561	4657688	3	1
3265000	0.248	36.6131	4669584	4657711	3	1
3265000	0.252	36.612	4669588	4657715	3	1
3265000	0.250	36.6091	4669587	4657714	3	1
3270000	0.220	36.5743	4669525	4657652	3	1
3265000	0.254	36.6146	4669592	4657719	3	1
3265000	0.256	36.6277	4669607	4657734	3	1
3265000	0.258	36.5333	4683427	4671554	3	1
3265000	0.260	36.5134	4683433	4671560	3	1
3270000	0.222	36.583	4669523	4657650	3	1
3270000	0.224	36.5839	4669536	4657663	3	1
3270000	0.226	36.5842	4669548	4657675	3	1
3270000	0.228	36.5887	4669540	4657667	3	1
3270000	0.230	36.5932	4669560	4657687	3	1
3270000	0.232	36.5894	4669555	4657682	3	1
3270000	0.234	36.5941	4669561	4657688	3	1
3270000	0.236	36.6008	4669567	4657694	3	1
3270000	0.238	36.6005	4669574	4657701	3	1
3270000	0.240	36.6288	4669558	4657685	3	1
3270000	0.242	36.6272	4669555	4657682	3	1
3270000	0.244	36.6312	4669553	4657680	3	1
3270000	0.246	36.6341	4669558	4657685	3	1
3270000	0.248	36.6086	4669588	4657715	3	1
3270000	0.250	36.6112	4669586	4657713	3	1
3270000	0.252	36.6141	4669588	4657715	3	1
3270000	0.254	36.6167	4669592	4657719	3	1
3270000	0.256	36.6298	4669605	4657732	3	1
3275000	0.220	36.5733	4669526	4657653	3	1
3270000	0.258	36.5333	4683428	4671555	3	1
3275000	0.222	36.5825	4669525	4657652	3	1
3275000	0.224	36.5835	4669538	4657665	3	1
3270000	0.260	36.5134	4683433	4671560	3	1
3275000	0.228	36.5877	4669539	4657666	3	1
3275000	0.226	36.5832	4669548	4657675	3	1
3275000	0.230	36.5922	4669560	4657687	3	1
3275000	0.232	36.587	4669557	4657684	3	1
3275000	0.234	36.5915	4669563	4657690	3	1
3275000	0.236	36.5996	4669565	4657692	3	1
3275000	0.238	36.5979	4669575	4657702	3	1
3275000	0.240	36.6276	4669558	4657685	3	1
3275000	0.242	36.626	4669555	4657682	3	1
3275000	0.244	36.6307	4669556	4657683	3	1
3275000	0.246	36.6336	4669561	4657688	3	1
3275000	0.248	36.6082	4669591	4657718	3	1
3275000	0.250	36.6108	4669587	4657714	3	1
3275000	0.252	36.6141	4669588	4657715	3	1
3275000	0.254	36.6167	4669591	4657718	3	1
3275000	0.256	36.6298	4669606	4657733	3	1
3275000	0.258	36.5333	4683428	4671555	3	1
3275000	0.260	36.5134	4683433	4671560	3	1
3280000	0.222	36.5837	4669525	4657652	3	1
3280000	0.224	36.5847	4669539	4657666	3	1
3280000	0.226	36.5863	4669551	4657678	3	1
3280000	0.228	36.5889	4669542	4657669	3	1
3280000	0.234	36.5927	4669565	4657692	3	1
3280000	0.232	36.5882	4669562	4657689	3	1
3280000	0.238	36.5991	4669576	4657703	3	1
3280000	0.236	36.6008	4669568	4657695	3	1
3280000	0.242	36.6272	4669555	4657682	3	1
3280000	0.244	36.6319	4669557	4657684	3	1
3280000	0.246	36.6341	4669562	4657689	3	1
3280000	0.248	36.6086	4669592	4657719	3	1
3280000	0.252	36.6146	4669589	4657716	3	1
3280000	0.254	36.6172	4669593	4657720	3	1
3285000	0.220	36.5764	4669525	4657652	3	1
3280000	0.256	36.6303	4669608	4657735	3	1
3285000	0.222	36.5842	4669523	4657650	3	1
3280000	0.258	36.5333	4683429	4671556	3	1
3285000	0.224	36.5882	4669537	4657664	3	1
3285000	0.226	36.5863	4669544	4657671	3	1
3285000	0.228	36.5915	4669537	4657664	3	1
3285000	0.230	36.5965	4669561	4657688	3	1
3285000	0.232	36.5882	4669559	4657686	3	1
3285000	0.234	36.5927	4669562	4657689	3	1
3285000	0.236	36.6008	4669566	4657693	3	1
3285000	0.238	36.5991	4669575	4657702	3	1
3285000	0.240	36.6288	4669557	4657684	3	1
3285000	0.242	36.6272	4669554	4657681	3	1
3285000	0.244	36.6346	4669557	4657684	3	1
3285000	0.246	36.6367	4669562	4657689	3	1
3285000	0.248	36.6112	4669592	4657719	3	1
3285000	0.250	36.6139	4669587	4657714	3	1
3285000	0.252	36.6172	4669590	4657717	3	1
3285000	0.254	36.6172	4669589	4657716	3	1
3290000	0.220	36.5795	4669530	4657657	3	1
3290000	0.222	36.5837	4669526	4657653	3	1
3285000	0.256	36.6329	4669604	4657731	3	1
3285000	0.260	36.5159	4683430	4671557	3	1
3285000	0.258	36.5359	4683426	4671553	3	1
3290000	0.224	36.5877	4669544	4657671	3	1
3290000	0.226	36.5863	4669547	4657674	3	1
3290000	0.228	36.5917	4669539	4657666	3	1
3290000	0.230	36.5953	4669559	4657686	3	1
3290000	0.232	36.5894	4669562	4657689	3	1
3290000	0.234	36.5932	4669564	4657691	3	1
3290000	0.238	36.6001	4669576	4657703	3	1
3290000	0.236	36.6015	4669568	4657695	3	1
3290000	0.240	36.6303	4669558	4657685	3	1
3290000	0.242	36.6286	4669554	4657681	3	1
3290000	0.244	36.636	4669557	4657684	3	1
3290000	0.246	36.6382	4669563	4657690	3	1
3290000	0.248	36.6117	4669592	4657719	3	1
3290000	0.250	36.6143	4669587	4657714	3	1
3290000	0.252	36.6177	4669590	4657717	3	1
3290000	0.254	36.6186	4669591	4657718	3	1
3295000	0.220	36.5778	4669528	4657655	3	1
3290000	0.256	36.631	4669607	4657734	3	1
3290000	0.258	36.5338	4683427	4671554	3	1
3295000	0.222	36.5835	4669526	4657653	3	1
3295000	0.224	36.5901	4669541	4657668	3	1
3295000	0.226	36.5863	4669546	4657673	3	1
3290000	0.260	36.5134	4683430	4671557	3	1
3295000	0.228	36.5917	4669540	4657667	3	1
3295000	0.230	36.5956	4669557	4657684	3	1
3295000	0.232	36.5889	4669561	4657688	3	1
3295000	0.234	36.5944	4669564	4657691	3	1
3295000	0.236	36.6012	4669568	4657695	3	1
3295000	0.238	36.5998	4669574	4657701	3	1
3295000	0.240	36.6288	4669557	4657684	3	1
3295000	0.242	36.6267	4669552	4657679	3	1
3295000	0.244	36.6341	4669555	4657682	3	1
3295000	0.246	36.6358	4669560	4657687	3	1
3295000	0.248	36.6093	4669589	4657716	3	1
3295000	0.252	36.6153	4669587	4657714	3	1
3295000	0.250	36.6136	4669584	4657711	3	1
3295000	0.254	36.6167	4669588	4657715	3	1
3295000	0.256	36.6303	4669604	4657731	3	1
3295000	0.258	36.5319	4683426	4671553	3	1
3295000	0.260	36.5127	4683427	4671554	3	1
3300000	0.222	36.5875	4669527	4657654	3	1
3300000	0.224	36.5941	4669541	4657668	3	1
3300000	0.226	36.5913	4669548	4657675	3	1
3300000	0.228	36.5967	4669541	4657668	3	1
3300000	0.232	36.5929	4669557	4657684	3	1
3300000	0.234	36.5984	4669560	4657687	3	1
3300000	0.236	36.6039	4669565	4657692	3	1
3300000	0.238	36.6024	4669571	4657698	3	1
3300000	0.242	36.6267	4669552	4657679	3	1
3300000	0.244	36.6341	4669554	4657681	3	1
3300000	0.246	36.6358	4669560	4657687	3	1
3300000	0.248	36.6063	4669591	4657718	3	1
3300000	0.252	36.6148	4669589	4657716	3	1
3300000	0.254	36.6162	4669590	4657717	3	1
3305000	0.220	36.5818	4669526	4657653	3	1
3300000	0.256	36.6298	4669606	4657733	3	1
3305000	0.222	36.5891	4669525	4657652	3	1
3305000	0.224	36.5958	4669539	4657666	3	1
3300000	0.258	36.5315	4683427	4671554	3	1
3305000	0.226	36.5929	4669542	4657669	3	1
3305000	0.228	36.5984	4669538	4657665	3	1
3305000	0.230	36.5958	4669554	4657681	3	1
3305000	0.232	36.5941	4669555	4657682	3	1
3305000	0.234	36.6001	4669561	4657688	3	1
3305000	0.236	36.6055	4669563	4657690	3	1
3305000	0.238	36.6041	4669570	4657697	3	1
3305000	0.240	36.6305	4669556	4657683	3	1
3305000	0.242	36.6284	4669553	4657680	3	1
3305000	0.244	36.6358	4669552	4657679	3	1
3305000	0.246	36.6374	4669557	4657684	3	1
3305000	0.248	36.6079	4669587	4657714	3	1
3305000	0.250	36.6148	4669583	4657710	3	1
3305000	0.252	36.6165	4669589	4657716	3	1
3305000	0.254	36.6179	4669588	4657715	3	1
3305000	0.256	36.6315	4669603	4657730	3	1
3310000	0.220	36.5818	4669525	4657652	3	1
3305000	0.258	36.5331	4683426	4671553	3	1
3310000	0.222	36.5891	4669521	4657648	3	1
3305000	0.260	36.5138	4683427	4671554	3	1
3310000	0.224	36.5958	4669537	4657664	3	1
3310000	0.226	36.5929	4669544	4657671	3	1
3310000	0.228	36.5984	4669537	4657664	3	1
3310000	0.230	36.5972	4669552	4657679	3	1
3310000	0.232	36.5955	4669553	4657680	3	1
3310000	0.234	36.6001	4669560	4657687	3	1
3310000	0.236	36.606	4669561	4657688	3	1
3310000	0.238	36.6046	4669567	4657694	3	1
3310000	0.240	36.631	4669553	4657680	3	1
3310000	0.242	36.6298	4669554	4657681	3	1
3310000	0.244	36.6365	4669554	4657681	3	1
3310000	0.246	36.6382	4669561	4657688	3	1
3310000	0.248	36.6079	4669591	4657718	3	1
3310000	0.250	36.6148	4669586	4657713	3	1
3310000	0.252	36.6165	4669589	4657716	3	1
3310000	0.254	36.6179	4669588	4657715	3	1
3315000	0.220	36.5823	4669525	4657652	3	1
3310000	0.256	36.6308	4669602	4657729	3	1
3310000	0.258	36.5319	4683424	4671551	3	1
3310000	0.260	36.5134	4683426	4671553	3	1
3315000	0.222	36.5901	4669521	4657648	3	1
3315000	0.224	36.5946	4669536	4657663	3	1
3315000	0.226	36.5929	4669542	4657669	3	1
3315000	0.228	36.597	4669536	4657663	3	1
3315000	0.230	36.597	4669552	4657679	3	1
3315000	0.232	36.5982	4669555	4657682	3	1
3315000	0.234	36.5989	4669559	4657686	3	1
3315000	0.236	36.605	4669559	4657686	3	1
3315000	0.238	36.6041	4669567	4657694	3	1
3315000	0.240	36.63	4669556	4657683	3	1
3315000	0.242	36.6288	4669558	4657685	3	1
3315000	0.244	36.6338	4669556	4657683	3	1
3315000	0.246	36.636	4669564	4657691	3	1
3315000	0.248	36.6058	4669591	4657718	3	1
3315000	0.250	36.6127	4669588	4657715	3	1
3315000	0.252	36.6143	4669591	4657718	3	1
3315000	0.254	36.6158	4669590	4657717	3	1
3315000	0.256	36.6286	4669604	4657731	3	1
3315000	0.260	36.5113	4683428	4671555	3	1
3315000	0.258	36.5298	4683425	4671552	3	1
3320000	0.222	36.5901	4669522	4657649	3	1
3320000	0.224	36.5915	4669535	4657662	3	1
3320000	0.226	36.5934	4669543	4657670	3	1
3320000	0.228	36.5943	4669536	4657663	3	1
3320000	0.232	36.5972	4669553	4657680	3	1
3320000	0.234	36.5979	4669557	4657684	3	1
3320000	0.236	36.6046	4669559	4657686	3	1
3320000	0.238	36.6031	4669567	4657694	3	1
3320000	0.242	36.6284	4669560	4657687	3	1
3320000	0.244	36.6334	4669557	4657684	3	1
3320000	0.246	36.6365	4669568	4657695	3	1
3320000	0.248	36.6072	4669593	4657720	3	1
3320000	0.252	36.6148	4669591	4657718	3	1
3320000	0.256	36.6291	4669604	4657731	3	1
3325000	0.222	36.5901	4669522	4657649	3	1
3320000	0.254	36.6162	4669590	4657717	3	1
3325000	0.220	36.5823	4669523	4657650	3	1
3320000	0.258	36.5298	4683423	4671550	3	1
3325000	0.224	36.5915	4669534	4657661	3	1
3325000	0.226	36.5934	4669544	4657671	3	1
3325000	0.228	36.5944	4669539	4657666	3	1
3325000	0.230	36.5939	4669552	4657679	3	1
3325000	0.232	36.6001	4669557	4657684	3	1
3325000	0.234	36.5979	4669555	4657682	3	1
3325000	0.236	36.6041	4669558	4657685	3	1
3325000	0.238	36.6015	4669567	4657694	3	1
3325000	0.240	36.6274	4669555	4657682	3	1
3325000	0.242	36.6284	4669558	4657685	3	1
3325000	0.244	36.6312	4669558	4657685	3	1
3325000	0.246	36.6351	4669569	4657696	3	1
3325000	0.248	36.6079	4669593	4657720	3	1
3325000	0.250	36.6146	4669586	4657713	3	1
3325000	0.252	36.6146	4669588	4657715	3	1
3325000	0.254	36.6167	4669589	4657716	3	1
3325000	0.256	36.6296	4669604	4657731	3	1
3325000	0.258	36.531	4683426	4671553	3	1
3330000	0.220	36.5877	4669519	4657646	3	1
3330000	0.222	36.5913	4669524	4657651	3	1
3325000	0.260	36.5124	4683429	4671556	3	1
3330000	0.224	36.5927	4669534	4657661	3	1
3330000	0.226	36.6	4669538	4657665	3	1
3330000	0.228	36.596	4669541	4657668	3	1
3330000	0.230	36.5941	4669552	4657679	3	1
3330000	0.232	36.6005	4669562	4657689	3	1
3330000	0.234	36.5984	4669556	4657683	3	1
3330000	0.236	36.6046	4669562	4657689	3	1
3330000	0.238	36.602	4669571	4657698	3	1
3330000	0.240	36.6279	4669558	4657685	3	1
3330000	0.242	36.6298	4669558	4657685	3	1
3330000	0.244	36.6307	4669557	4657684	3	1
3330000	0.246	36.6355	4669569	4657696	3	1
3330000	0.248	36.6153	4669586	4657713	3	1
3330000	0.250	36.6219	4669579	4657706	3	1
3330000	0.252	36.6227	4669582	4657709	3	1
3330000	0.254	36.6248	4669583	4657710	3	1
3335000	0.220	36.5877	4669519	4657646	3	1
3330000	0.256	36.6377	4669598	4657725	3	1
3335000	0.222	36.5913	4669523	4657650	3	1
3330000	0.258	36.5322	4683427	4671554	3	1
3330000	0.260	36.5136	4683430	4671557	3	1
3335000	0.224	36.5927	4669535	4657662	3	1
3335000	0.226	36.6	4669539	4657666	3	1
3335000	0.228	36.596	4669543	4657670	3	1
3335000	0.232	36.6005	4669561	4657688	3	1
3335000	0.230	36.5951	4669554	4657681	3	1
3335000	0.234	36.5984	4669555	4657682	3	1
3335000	0.236	36.6046	4669559	4657686	3	1
3335000	0.238	36.602	4669568	4657695	3	1
3335000	0.240	36.6279	4669556	4657683	3	1
3335000	0.242	36.6298	4669557	4657684	3	1
3335000	0.244	36.6307	4669556	4657683	3	1
3335000	0.246	36.6355	4669567	4657694	3	1
3335000	0.248	36.6153	4669584	4657711	3	1
3335000	0.250	36.6217	4669577	4657704	3	1
3335000	0.252	36.6224	4669579	4657706	3	1
3335000	0.254	36.6246	4669580	4657707	3	1
3335000	0.256	36.6375	4669595	4657722	3	1
3335000	0.258	36.5319	4683424	4671551	3	1
3335000	0.260	36.5122	4683429	4671556	3	1
3340000	0.222	36.5915	4669523	4657650	3	1
3340000	0.224	36.5939	4669534	4657661	3	1
3340000	0.226	36.6005	4669540	4657667	3	1
3340000	0.228	36.597	4669545	4657672	3	1
3340000	0.232	36.5996	4669562	4657689	3	1
3340000	0.234	36.5974	4669558	4657685	3	1
3340000	0.236	36.6036	4669563	4657690	3	1
3340000	0.238	36.6017	4669573	4657700	3	1
3340000	0.242	36.6322	4669559	4657686	3	1
3340000	0.246	36.6379	4669570	4657697	3	1
3340000	0.244	36.6331	4669560	4657687	3	1
3340000	0.248	36.6162	4669585	4657712	3	1
3340000	0.252	36.6224	4669581	4657708	3	1
3345000	0.220	36.5894	4669517	4657644	3	1
3340000	0.254	36.6253	4669582	4657709	3	1
3345000	0.222	36.5936	4669522	4657649	3	1
3340000	0.256	36.6382	4669597	4657724	3	1
3340000	0.258	36.5326	4683425	4671552	3	1
3345000	0.224	36.5977	4669536	4657663	3	1
3345000	0.226	36.6031	4669541	4657668	3	1
3345000	0.228	36.5991	4669547	4657674	3	1
3345000	0.230	36.5963	4669559	4657686	3	1
3345000	0.232	36.6017	4669564	4657691	3	1
3345000	0.234	36.6008	4669561	4657688	3	1
3345000	0.236	36.6069	4669566	4657693	3	1
3345000	0.238	36.6051	4669574	4657701	3	1
3345000	0.240	36.6293	4669559	4657686	3	1
3345000	0.242	36.6365	4669560	4657687	3	1
3345000	0.244	36.6374	4669561	4657688	3	1
3345000	0.246	36.6422	4669572	4657699	3	1
3345000	0.248	36.6205	4669587	4657714	3	1
3345000	0.250	36.6262	4669582	4657709	3	1
3345000	0.252	36.6267	4669582	4657709	3	1
3345000	0.254	36.6272	4669584	4657711	3	1
3345000	0.256	36.6401	4669598	4657725	3	1
3350000	0.220	36.592	4669525	4657652	3	1
3345000	0.258	36.5336	4683428	4671555	3	1
3350000	0.222	36.5953	4669526	4657653	3	1
3345000	0.260	36.5136	4683437	4671564	3	1
3350000	0.224	36.5979	4669542	4657669	3	1
3350000	0.226	36.605	4669546	4657673	3	1
3350000	0.228	36.5991	4669553	4657680	3	1
3350000	0.230	36.6005	4669562	4657689	3	1
3350000	0.232	36.6043	4669567	4657694	3	1
3350000	0.234	36.6031	4669571	4657698	3	1
3350000	0.236	36.6069	4669574	4657701	3	1
3350000	0.238	36.6046	4669576	4657703	3	1
3350000	0.240	36.6286	4669561	4657688	3	1
3350000	0.242	36.6362	4669564	4657691	3	1
3350000	0.244	36.6372	4669563	4657690	3	1
3350000	0.246	36.642	4669572	4657699	3	1
3350000	0.248	36.6203	4669586	4657713	3	1
3350000	0.250	36.6265	4669583	4657710	3	1
3350000	0.252	36.6231	4669582	4657709	3	1
3350000	0.254	36.6236	4669583	4657710	3	1
3355000	0.220	36.5927	4669526	4657653	3	1
3350000	0.256	36.6365	4669596	4657723	3	1
3355000	0.222	36.5969	4669524	4657651	3	1
3350000	0.258	36.5324	4683426	4671553	3	1
3355000	0.224	36.5986	4669540	4657667	3	1
3350000	0.260	36.5124	4683438	4671565	3	1
3355000	0.226	36.6062	4669549	4657676	3	1
3355000	0.228	36.5993	4669552	4657679	3	1
3355000	0.230	36.6008	4669560	4657687	3	1
3355000	0.232	36.6043	4669565	4657692	3	1
3355000	0.234	36.6043	4669571	4657698	3	1
3355000	0.236	36.6081	4669572	4657699	3	1
3355000	0.238	36.6058	4669573	4657700	3	1
3355000	0.240	36.6298	4669559	4657686	3	1
3355000	0.242	36.6374	4669561	4657688	3	1
3355000	0.244	36.6384	4669560	4657687	3	1
3355000	0.248	36.6215	4669585	4657712	3	1
3355000	0.246	36.6432	4669570	4657697	3	1
3355000	0.250	36.6277	4669582	4657709	3	1
3355000	0.252	36.6243	4669580	4657707	3	1
3355000	0.254	36.6248	4669582	4657709	3	1
3355000	0.256	36.6377	4669595	4657722	3	1
3355000	0.258	36.5336	4683425	4671552	3	1
3355000	0.260	36.5136	4683437	4671564	3	1
3360000	0.222	36.6003	4669525	4657652	3	1
3360000	0.224	36.5991	4669542	4657669	3	1
3360000	0.226	36.6076	4669547	4657674	3	1
3360000	0.228	36.5993	4669554	4657681	3	1
3360000	0.232	36.6069	4669565	4657692	3	1
3360000	0.234	36.6069	4669572	4657699	3	1
3360000	0.236	36.6081	4669572	4657699	3	1
3360000	0.238	36.6058	4669573	4657700	3	1
3360000	0.242	36.6374	4669561	4657688	3	1
3360000	0.244	36.6384	4669560	4657687	3	1
3360000	0.246	36.6437	4669572	4657699	3	1
3360000	0.248	36.6219	4669586	4657713	3	1
3360000	0.252	36.6248	4669584	4657711	3	1
3365000	0.220	36.596	4669526	4657653	3	1
3360000	0.254	36.6253	4669584	4657711	3	1
3365000	0.222	36.6003	4669524	4657651	3	1
3360000	0.256	36.6387	4669597	4657724	3	1
3360000	0.258	36.534	4683428	4671555	3	1
3365000	0.224	36.5981	4669541	4657668	3	1
3365000	0.226	36.6055	4669548	4657675	3	1
3365000	0.228	36.5977	4669553	4657680	3	1
3365000	0.230	36.6017	4669560	4657687	3	1
3365000	0.232	36.6053	4669563	4657690	3	1
3365000	0.234	36.6053	4669570	4657697	3	1
3365000	0.236	36.6081	4669572	4657699	3	1
3365000	0.238	36.6041	4669573	4657700	3	1
3365000	0.240	36.6281	4669556	4657683	3	1
3365000	0.244	36.6367	4669557	4657684	3	1
3365000	0.242	36.6358	4669557	4657684	3	1
3365000	0.246	36.642	4669569	4657696	3	1
3365000	0.248	36.6203	4669585	4657712	3	1
3365000	0.250	36.6265	4669586	4657713	3	1
3365000	0.252	36.6231	4669583	4657710	3	1
3370000	0.220	36.596	4669525	4657652	3	1
3365000	0.254	36.6262	4669583	4657710	3	1
3365000	0.256	36.637	4669594	4657721	3	1
3370000	0.222	36.5984	4669526	4657653	3	1
3365000	0.258	36.534	4683427	4671554	3	1
3365000	0.260	36.5141	4683437	4671564	3	1
3370000	0.224	36.5962	4669542	4657669	3	1
3370000	0.226	36.6057	4669547	4657674	3	1
3370000	0.228	36.5984	4669556	4657683	3	1
3370000	0.230	36.6034	4669562	4657689	3	1
3370000	0.232	36.6069	4669566	4657693	3	1
3370000	0.234	36.6093	4669572	4657699	3	1
3370000	0.236	36.6105	4669571	4657698	3	1
3370000	0.238	36.6081	4669574	4657701	3	1
3370000	0.240	36.6303	4669561	4657688	3	1
3370000	0.242	36.6374	4669560	4657687	3	1
3370000	0.244	36.6365	4669561	4657688	3	1
3370000	0.246	36.6437	4669571	4657698	3	1
3370000	0.248	36.6219	4669588	4657715	3	1
3370000	0.250	36.6281	4669589	4657716	3	1
3370000	0.252	36.6236	4669586	4657713	3	1
3370000	0.254	36.6267	4669586	4657713	3	1
3375000	0.220	36.5974	4669527	4657654	3	1
3375000	0.222	36.5984	4669524	4657651	3	1
3370000	0.258	36.5301	4683430	4671557	3	1
3370000	0.256	36.6375	4669597	4657724	3	1
3370000	0.260	36.5101	4683439	4671566	3	1
3375000	0.224	36.5962	4669543	4657670	3	1
3375000	0.226	36.6072	4669545	4657672	3	1
3375000	0.228	36.6003	4669556	4657683	3	1
3375000	0.230	36.6039	4669561	4657688	3	1
3375000	0.232	36.6077	4669569	4657696	3	1
3375000	0.236	36.6105	4669573	4657700	3	1
3375000	0.234	36.6096	4669573	4657700	3	1
3375000	0.238	36.6081	4669574	4657701	3	1
3375000	0.240	36.6305	4669561	4657688	3	1
3375000	0.242	36.6374	4669560	4657687	3	1
3375000	0.244	36.6365	4669561	4657688	3	1
3375000	0.246	36.6437	4669571	4657698	3	1
3375000	0.248	36.6227	4669590	4657717	3	1
3375000	0.250	36.6279	4669590	4657717	3	1
3375000	0.252	36.6239	4669589	4657716	3	1
3375000	0.254	36.6262	4669588	4657715	3	1
3375000	0.256	36.6375	4669598	4657725	3	1
3375000	0.258	36.5301	4683431	4671558	3	1
3375000	0.260	36.5101	4683440	4671567	3	1
3380000	0.222	36.5962	4669526	4657653	3	1
3380000	0.224	36.5932	4669541	4657668	3	1
3380000	0.226	36.6036	4669546	4657673	3	1
